COMID,HUC8,WA,Elev,BMMI,IWI,Slope
13324056.A,7060003,66.9978,321.9261764,,0.168841815,0.00117965
13324056.B,7060003,66.9978,321.9261764,,0.168841815,0.00117965
13324056.C,7060003,66.9978,321.9261764,,0.168841815,0.00117965
13324068.A,7060003,3.7143,284.5680349,,0.510613177,0.01840744
13324070.A,7060003,32.9652,311.0776649,,0.349578827,0.00621323
13324070.B,7060003,32.9652,311.0776649,,0.349578827,0.00621323
13324076.A,7060003,8.3538,300.9086005,,0.278220445,0.00550341
13324076.B,7060003,8.3538,300.9086005,,0.278220445,0.00550341
13324078.A,7060003,7.6365,303.8011562,,0.267697342,0.01052238
13324078.B,7060003,7.6365,303.8011562,,0.267697342,0.01052238
13324082.A,7060003,16.299,307.1723694,,0.425739574,0.00767224
13324120.A,7060003,5.0058,305.7935779,0.761666667,0.158387203,0.01634584
13324136.A,7060003,0.9549,298.2151555,0.509333333,0.302582528,0.03182467
13324138.A,7060003,2.3877,292.6954165,,0.415736734,0.02682656
13324152.A,7060003,20.7954,300.9190106,,0.181678971,0.00634328
13324152.B,7060003,20.7954,300.9190106,,0.181678971,0.00634328
13324158.A,7060003,13.2516,293.0740526,,0.289945376,0.00821237
13324158.B,7060003,13.2516,293.0740526,,0.289945376,0.00821237
13324166.A,7060003,62.8785,304.5699435,,0.202464156,0.0030641
13324166.B,7060003,62.8785,304.5699435,,0.202464156,0.0030641
13324172.A,7060003,24.9876,298.5132571,0.509,0.290435004,0.00494856
13324172.B,7060003,24.9876,298.5132571,0.509,0.290435004,0.00494856
13324176.A,7060003,18.8064,302.4832949,,0.677670978,0.004534
13324176.B,7060003,18.8064,302.4832949,,0.677670978,0.004534
13324176.C,7060003,18.8064,302.4832949,,0.677670978,0.004534
13324186.A,7060003,37.6641,326.3776387,,0.284803551,0.00179775
13324210.A,7060003,18.8532,296.2871792,,0.381759165,0.00499399
13324210.B,7060003,18.8532,296.2871792,,0.381759165,0.00499399
13324210.C,7060003,18.8532,296.2871792,,0.381759165,0.00499399
13324244.A,7060003,57.2103,299.0939097,0.462333333,0.181975575,0.00369852
13324244.B,7060003,57.2103,299.0939097,0.462333333,0.181975575,0.00369852
13324256.A,7060003,112.4595,300.0744466,,0.364748062,0.00312606
13324256.B,7060003,112.4595,300.0744466,,0.364748062,0.00312606
13324256.C,7060003,112.4595,300.0744466,,0.364748062,0.00312606
13324256.D,7060003,112.4595,300.0744466,,0.364748062,0.00312606
13324260.A,7060003,3.7098,295.6004755,,0.183054414,0.01317554
13324272.A,7060003,11.2743,283.9504406,,0.239816303,0.01149754
13324284.A,7060003,6.5637,295.9179213,,0.218292898,0.00908396
13324296.A,7060003,20.0538,298.0366682,,0.317456746,0.00482697
13324302.A,7060003,8.2422,283.8036373,,0.386640517,0.01224768
13324306.A,7060003,5.3226,300.2030183,0.306333333,0.247936318,0.0133567
13324312.A,7060003,8.1342,285.3283359,,0.35801968,0.01458577
13324316.A,7060003,137.3508,295.8104863,,0.202424545,0.00314893
13324322.A,7060003,141.4962,294.4790077,,0.217827321,0.00169438
13324336.A,7060003,7.5222,301.8583776,0.290666667,0.174006234,0.00981226
13324350.A,7060003,5.9706,280.098568,0.362333333,0.344672466,0.01915504
13324354.A,7060003,9.3474,274.729378,,0.633845479,0.00737281
13324356.A,7060003,502.7733,305.3004293,,0.246643652,0.00124004
13324358.A,7060003,662.6961,302.047155,,0.233655998,0.00001
13324368.A,7060003,3.6756,288.8819246,,0.18397626,0.02162926
13324376.A,7060003,7.9875,331.623538,,0.199633749,0.00787547
13324376.B,7060003,7.9875,331.623538,,0.199633749,0.00787547
13324378.A,7060003,9.6813,320.0140504,,0.413899635,0.00820707
13324390.A,7060003,36.2817,309.3538419,0.457666667,0.195070323,0.00563253
13324392.A,7060003,8.6337,284.804841,0.695,0.159657519,0.00932525
13324402.A,7060003,368.9136,305.5072661,,0.190515515,0.0024
13324410.A,7060003,25.7787,318.3630646,,0.184872318,0.00605263
13324410.B,7060003,25.7787,318.3630646,,0.184872318,0.00605263
13324438.A,7060003,62.8758,287.5127587,,0.177829172,0.0039
13324470.A,7060003,1.5912,275.0580769,0.766333333,0.161155782,0.02887964
13324472.A,7060003,10.6407,285.6313042,,0.32163454,0.01484674
13324478.A,7060003,222.8301,310.3413665,,0.203895968,0.00207293
13324490.A,7060003,13.6476,274.5199974,,0.316366173,0.00670054
13324490.B,7060003,13.6476,274.5199974,,0.316366173,0.00670054
13324518.A,7060003,6.4593,312.961431,,0.348265619,0.00854218
13324548.A,7060003,13.2291,308.7388435,,0.219540647,0.00451476
13324556.A,7060003,89.4096,279.8372048,,0.262272343,0.00001
13324560.A,7060003,8.0577,275.1481191,,0.299395343,0.01431836
13324594.A,7060003,94.8258,277.9762191,,0.177291689,0.00097497
13324602.A,7060003,19.6164,274.3055295,,0.177276296,0.00800219
13324642.A,7060003,20.3733,267.3399686,,0.182300257,0.00208279
13324710.A,7060003,7.6509,265.902815,0.322666667,0.190269683,0.00942498
13324712.A,7060003,41.0211,289.41972,,0.322584851,0.00519284
13324722.A,7060003,42.1695,287.7896577,,0.222295501,0.00601809
13324726.A,7060003,251.4186,304.2976053,,0.312918181,0.00138252
13324728.A,7060003,93.9492,284.7220151,0.475333333,0.269528285,0.00216714
13324728.B,7060003,93.9492,284.7220151,0.475333333,0.269528285,0.00216714
13324728.C,7060003,93.9492,284.7220151,0.475333333,0.269528285,0.00216714
13324732.A,7060003,50.0049,283.3434018,,0.157715483,0.00584865
13324806.A,7060003,1.0746,291.7072446,,0.246391375,0.017057
13324808.A,7060003,18.9585,292.671249,,0.310148699,0.00610324
13324846.A,7060003,24.0264,281.4802562,,0.442105858,0.00849275
13324856.A,7060003,16.9407,286.6105318,,0.190484113,0.01017439
13324858.A,7060003,7.4394,273.7216888,,0.29684802,0.01267977
13324862.A,7060003,6.102,257.5923761,0.705333333,0.160441927,0.01599191
13324874.A,7060003,4.9617,278.2903519,,0.200614451,0.0279497
13324922.A,7060003,863.0361,295.0271722,,0.25621409,0.00001
13325132.A,7060003,35.8632,337.4811049,,0.557541347,0.00490215
13325290.A,7060003,120.8043,317.9548692,0.418666667,0.25073872,0.0005459
13325308.A,7060003,8.4987,304.8699322,,0.427206806,0.00795201
13325346.A,7060003,154.3122,316.143112,0.429333333,0.217687005,0.0027842
13325352.A,7060003,2.4012,293.6781334,,0.330843069,0.01989792
13325354.A,7060003,34.3368,293.0527841,0.383666667,0.24611796,0.0054026
13325354.B,7060003,34.3368,293.0527841,0.383666667,0.24611796,0.0054026
13325354.C,7060003,34.3368,293.0527841,0.383666667,0.24611796,0.0054026
13325356.A,7060003,32.3478,312.6023788,,0.389733128,0.00501475
13325356.B,7060003,32.3478,312.6023788,,0.389733128,0.00501475
13325356.C,7060003,32.3478,312.6023788,,0.389733128,0.00501475
13325362.A,7060003,69.1128,285.7282953,,0.188954836,0.002819
13325372.A,7060003,25.8336,298.370849,0.481,0.248138915,0.00716029
13325372.B,7060003,25.8336,298.370849,0.481,0.248138915,0.00716029
13325376.A,7060003,818.5968,295.3466353,,0.300383193,0.0001124
13325378.A,7060003,11.3769,287.8763065,,0.220736038,0.0085782
13325378.B,7060003,11.3769,287.8763065,,0.220736038,0.0085782
13325378.C,7060003,11.3769,287.8763065,,0.220736038,0.0085782
13325378.D,7060003,11.3769,287.8763065,,0.220736038,0.0085782
13325378.E,7060003,11.3769,287.8763065,,0.220736038,0.0085782
13325380.A,7060003,25.6815,290.5597691,0.697666667,0.15436516,0.00587728
13325380.B,7060003,25.6815,290.5597691,0.697666667,0.15436516,0.00587728
13325514.A,7060003,836.7273,296.4227815,0.672333333,0.156639933,0.00001
13325548.A,7060003,845.5464,295.7514602,,0.412828452,0.00025134
13326362.A,7060003,56.8629,298.8191622,,0.271360248,0.0066042
13326362.B,7060003,56.8629,298.8191622,,0.271360248,0.0066042
13326362.C,7060003,56.8629,298.8191622,,0.271360248,0.0066042
13326384.A,7060003,4.8951,282.4245174,0.383,0.308992037,0.04243386
13326432.A,7060003,17.9073,303.2876549,,0.39403496,0.00300989
13326488.A,7060003,0.6309,249.566933,,0.355340267,0.06578775
13326632.A,7060003,47.9556,295.591288,0.401333333,0.251387991,0.00076958
13326638.A,7060003,3.2445,306.6460194,,0.189126485,0.00538681
13326670.A,7060003,203673.744,358.6567034,,0.269083441,0.00001
13330932.A,7060003,208596.7071,357.85668,0.249333333,0.25575446,0.00009237
13336562.A,7060002,949.8357,387.6699141,,0.305956315,0.00012323
13337524.A,7060002,547.002,397.9882257,,0.165196443,0.00029444
13344338.A,7050002,124.9659,504.4384403,,0.721919534,0.00130281
13344338.B,7050002,124.9659,504.4384403,,0.721919534,0.00130281
13344372.A,7050002,24.7716,503.7654073,0.547,0.752295943,0.00102664
13344470.A,7050002,112.8519,504.0344268,,0.684682337,0.00001
13344800.A,7050002,689.8644,503.9671666,0.431666667,0.433703236,0.00036783
13344810.A,7050002,25.0326,534.112416,,0.900285699,0.003391
13344810.B,7050002,25.0326,534.112416,,0.900285699,0.003391
13344810.C,7050002,25.0326,534.112416,,0.900285699,0.003391
13344810.D,7050002,25.0326,534.112416,,0.900285699,0.003391
13344818.A,7050002,18.4896,526.784007,0.393,0.492980869,0.00172116
13344830.A,7050002,44.1153,511.2929504,,0.858447434,0.00001
13344838.A,7050002,232.8606,513.7517975,,0.879871721,0.0004073
13344838.B,7050002,232.8606,513.7517975,,0.879871721,0.0004073
13344838.C,7050002,232.8606,513.7517975,,0.879871721,0.0004073
13344840.A,7050002,10.1583,502.8221875,,0.849394956,0.0000891
13344840.B,7050002,10.1583,502.8221875,,0.849394956,0.0000891
13344840.C,7050002,10.1583,502.8221875,,0.849394956,0.0000891
13344874.A,7050002,131.5044,502.982007,,0.656179017,0.00006332
13344980.A,7050002,27.3771,532.3022282,0.325333333,0.92090275,0.02271186
13345002.A,7050002,4.8753,529.470779,0.348666667,0.518047003,0.00238383
13345008.A,7050002,608.7339,505.3978369,0.362333333,0.865343391,0.00001
13345834.A,7050002,229.6116,503.0456716,0.233333333,0.796980389,0.00074534
13345840.A,7050002,34.2945,511.2967899,0.153666667,0.370058093,0.00250452
13345846.A,7050002,255.4326,502.5326469,,0.399403832,0.0001562
13345882.A,7050002,8.6526,493.0055274,,0.735700289,0.00539709
13345902.A,7050002,21.1518,497.7126921,,0.877976335,0.0037086
13345902.B,7050002,21.1518,497.7126921,,0.877976335,0.0037086
13345902.C,7050002,21.1518,497.7126921,,0.877976335,0.0037086
13345914.A,7050002,58.041,486.6804571,,0.800711048,0.00137857
13345914.B,7050002,58.041,486.6804571,,0.800711048,0.00137857
13345914.C,7050002,58.041,486.6804571,,0.800711048,0.00137857
13346146.A,7050002,19.4139,501.2365282,0.316333333,0.645935325,0.00121582
13346156.A,7050002,14.1102,503.8676974,,0.455652541,0.00408401
13346156.B,7050002,14.1102,503.8676974,,0.455652541,0.00408401
13346164.A,7050002,38.6937,487.6858984,0.387666667,0.58645656,0.00001
13346168.A,7050002,23.7609,505.7085804,0.138666667,0.404023558,0.00219413
13346174.A,7050002,84.2148,506.422687,,0.88945852,0.00087874
13346188.A,7050002,20.0772,477.9463291,,0.725554666,0.00157077
13346194.A,7050002,14.4585,474.6688366,,0.720869714,0.00423436
13346198.A,7050002,1100.286,498.1882742,0.366333333,0.579895102,0.00005648
13346278.A,7050002,20.6586,493.7466773,0.597666667,0.586650408,0.00001
13346330.A,7050002,1887.3081,496.7033085,,0.860984192,0.00001
13346368.A,7050002,1722.9528,496.7596697,0.379666667,0.686321254,0.0020081
13348784.A,7050002,179.8749,490.3773945,,0.513894918,0.00001
13350122.A,7050002,26.5302,476.9683839,0.430333333,0.634756512,0.00173924
13350142.A,7050002,25.7013,474.1134783,,0.868090251,0.00227905
13350142.B,7050002,25.7013,474.1134783,,0.868090251,0.00227905
13350144.A,7050002,124.263,477.7521478,0.411,0.874069982,0.00596854
13350162.A,7050002,7.6221,470.8398524,,0.316930806,0.00512712
13350166.A,7050002,37.5318,469.140412,,0.802747433,0.0027088
13350166.B,7050002,37.5318,469.140412,,0.802747433,0.0027088
13350172.A,7050002,163.4904,475.074131,,0.731130267,0.0025159
13350172.B,7050002,163.4904,475.074131,,0.731130267,0.0025159
13350186.A,7050002,98.2863,466.4885928,0.224666667,0.688074302,0.00265323
13350186.B,7050002,98.2863,466.4885928,0.224666667,0.688074302,0.00265323
13350186.C,7050002,98.2863,466.4885928,0.224666667,0.688074302,0.00265323
13350186.D,7050002,98.2863,466.4885928,0.224666667,0.688074302,0.00265323
13350186.E,7050002,98.2863,466.4885928,0.224666667,0.688074302,0.00265323
13350186.F,7050002,98.2863,466.4885928,0.224666667,0.688074302,0.00265323
13350198.A,7050002,38.196,462.2880485,0.437333333,0.511464794,0.00158051
13350198.B,7050002,38.196,462.2880485,0.437333333,0.511464794,0.00158051
13350204.A,7050002,186.4215,471.5240585,,0.485508374,0.00129394
13350204.B,7050002,186.4215,471.5240585,,0.485508374,0.00129394
13350206.A,7050002,47.4984,460.1866091,,0.910923192,0.00124895
13350208.A,7050002,57.4803,458.1191382,,0.236611526,0.00403131
13350306.A,7050002,22.8429,387.2219743,0.174333333,0.657246227,0.01167286
13350594.A,7050002,6.7617,451.5695621,,0.775167356,0.0053067
13350594.B,7050002,6.7617,451.5695621,,0.775167356,0.0053067
13350596.A,7050002,18.7416,443.9189406,0.307666667,0.669409274,0.00209072
13350596.B,7050002,18.7416,443.9189406,0.307666667,0.669409274,0.00209072
13350598.A,7050002,7.3638,444.1273503,0.301666667,0.778471999,0.00454731
13350598.B,7050002,7.3638,444.1273503,0.301666667,0.778471999,0.00454731
13350628.A,7050002,1890.2295,496.6528539,,0.758744352,0.00013888
13350706.A,7050002,4.8627,451.8258597,0.364,0.80880487,0.00001
13350722.A,7050002,2085.5637,493.5876809,,0.804082691,0.00114767
13350724.A,7050002,18.7425,443.9182483,,0.792963518,0.00632653
13350736.A,7050002,2313.9441,490.8769456,0.422333333,0.585518698,0.00001
13350738.A,7050002,2333.1582,490.4369071,0.198333333,0.365633661,0.00037463
13350760.A,7050002,2573.0964,487.0596488,,0.815277675,0.00124738
13350774.A,7050002,2601.3717,486.4814384,,0.875672133,0.00011139
13350820.A,7050002,4648.1103,475.1261936,0.215666667,0.446005363,0.00053716
13350820.B,7050002,4648.1103,475.1261936,0.215666667,0.446005363,0.00053716
13350828.A,7050002,4673.3211,474.8427579,,0.711648328,0.00017182
13350886.A,7050002,2463.5484,488.8702521,0.627333333,0.791977162,0.00103199
13350886.B,7050002,2463.5484,488.8702521,0.627333333,0.791977162,0.00103199
13352276.A,7050002,8.1792,350.2165229,0.381333333,0.730529409,0.00382201
13352286.A,7050002,19.0458,358.6463893,,0.724740229,0.00447309
13352442.A,7050002,4821.12,472.2362157,,0.396958047,0.00041666
13352468.A,7050002,4909.3029,469.9748881,,0.816353421,0.00082572
13352474.A,7050002,4965.7239,468.4423866,,0.802042936,0.00036024
13356854.A,7060005,4.2192,320.7709087,,0.219393141,0.00762568
13356854.B,7060005,4.2192,320.7709087,,0.219393141,0.00762568
13356858.A,7060005,8.0604,330.6487126,,0.758362358,0.00377673
13356858.B,7060005,8.0604,330.6487126,,0.758362358,0.00377673
13356870.A,7060005,3.4425,311.3315869,,0.301894461,0.01183789
13356872.A,7060005,14.2209,316.0523252,,0.26985859,0.00498084
13356872.B,7060005,14.2209,316.0523252,,0.26985859,0.00498084
13356876.A,7060005,14.481,321.335954,,0.50778238,0.00458699
13356894.A,7060005,9.5562,308.7919354,0.365,0.567079018,0.00631954
13356894.B,7060005,9.5562,308.7919354,0.365,0.567079018,0.00631954
13356894.C,7060005,9.5562,308.7919354,0.365,0.567079018,0.00631954
13356904.A,7060005,8.3331,309.7698283,,0.249586839,0.00725578
13356912.A,7060005,17.5293,310.0275987,0.334666667,0.443963235,0.00442125
13356928.A,7060005,39.5748,307.4915537,0.287,0.240991612,0.00285955
13356964.A,7060005,86.7627,305.604787,0.282,0.368302672,0.00425729
13356970.A,7060005,12.6558,294.5362651,,0.701083011,0.00506804
13356976.A,7060005,1.4733,290.2998228,,0.305924504,0.01874385
13357054.A,7060005,14.1507,300.5540527,,0.246455724,0.00765562
13357082.A,7060005,27.4347,309.8301142,0.543,0.716387518,0.00443135
13357094.A,7060005,5.6385,287.2004964,0.485666667,0.171612172,0.00702099
13357102.A,7060005,8.0262,296.0457793,0.358666667,0.248369618,0.00368501
13357112.A,7060005,35.3583,308.2018372,0.478666667,0.358716591,0.00083333
13357114.A,7060005,49.0248,307.5912219,,0.342438716,0.00476897
13357124.A,7060005,58.0995,303.7945439,0.543666667,0.716074948,0.00291034
13357128.A,7060005,7.1964,291.1536356,,0.264345599,0.00570826
13357140.A,7060005,13.3875,306.7614897,,0.235414411,0.00921533
13357148.A,7060005,5.0823,322.7177351,,0.248236336,0.00808531
13357152.A,7060005,6.4611,319.3760621,0.572333333,0.229410387,0.00948655
13357154.A,7060005,11.3607,292.3666838,0.351666667,0.254267695,0.00870592
13357160.A,7060005,13.6089,285.3070472,0.440333333,0.52728925,0.00471224
13357172.A,7060005,84.2724,298.7333134,0.567,0.642631957,0.00320142
13357178.A,7060005,189.0117,298.9393894,,0.390454801,0.00166431
13357178.B,7060005,189.0117,298.9393894,,0.390454801,0.00166431
13357178.C,7060005,189.0117,298.9393894,,0.390454801,0.00166431
13357182.A,7060005,2.0574,324.9357393,0.338333333,0.165388914,0.00711528
13357204.A,7060005,49.1346,287.6670905,,0.230705177,0.00097902
13357230.A,7060005,5.3856,320.7803075,0.300333333,0.453619513,0.00586797
13357236.A,7060005,15.5826,324.6406636,0.391333333,0.248279687,0.00474109
13357236.B,7060005,15.5826,324.6406636,0.391333333,0.248279687,0.00474109
13357290.A,7060005,32.373,279.5573514,,0.752088875,0.00288435
13357314.A,7060005,25.9002,321.0498881,,0.744699498,0.00271262
13357314.B,7060005,25.9002,321.0498881,,0.744699498,0.00271262
13357320.A,7060005,66.2679,284.3177508,,0.79848723,0.00272344
13357346.A,7060005,11.3913,284.6058845,0.376333333,0.815473977,0.01127192
13357350.A,7060005,4.3569,294.6454555,,0.619253398,0.01101284
13357358.A,7060005,9.1971,272.076806,,0.174222529,0.01106422
13357358.B,7060005,9.1971,272.076806,,0.174222529,0.01106422
13357386.A,7060005,36.6201,276.8882548,0.456333333,0.680460394,0.00694238
13357386.B,7060005,36.6201,276.8882548,0.456333333,0.680460394,0.00694238
13357386.C,7060005,36.6201,276.8882548,0.456333333,0.680460394,0.00694238
13357388.A,7060005,23.0409,278.6989125,,0.267582444,0.0048205
13357390.A,7060005,347.1984,293.6024249,0.380666667,0.396363946,0.00137508
13357446.A,7060005,52.9209,275.2105267,,0.893564683,0.00575984
13357446.B,7060005,52.9209,275.2105267,,0.893564683,0.00575984
13357514.A,7060005,3.8646,304.1867746,,0.312172043,0.01512716
13357514.B,7060005,3.8646,304.1867746,,0.312172043,0.01512716
13357524.A,7060005,2.8215,323.7303413,,0.239687914,0.01842846
13357536.A,7060005,323.4816,294.8097857,0.296,0.368262521,0.00061974
13357544.A,7060005,3.6288,247.4533953,,0.665997647,0.00001
13357546.A,7060005,210841.0344,357.1281717,0.524,0.172399896,0.00001
13361712.A,7060005,212214.3732,356.5422875,,0.210199603,0.00001
13361778.A,7060005,212461.1892,356.4094723,,0.271346537,0.00001
13375539.A,7060006,4807.2645,284.572273,,0.195863813,0.00001
13391915.A,7070001,24.4422,522.4905269,0.354666667,0.822896575,0.00238779
13391917.A,7070001,5.7627,524.1593909,,0.360998832,0.00296453
13391931.A,7070001,26.5779,527.2517138,,0.438617148,0.00148403
